Tiêu đề,Diện tích(m2),Số phòng ngủ,Số Phòng WC,Thời gian đăng,Tỉnh/Thành,Quận/Huyện,Hướng nhà,Hướng ban công,Loại nhà,Giá,Link
"Bán nhà Thái Hà mặt tiền khủng 6,3m, ngõ nông, ô tô đỗ cửa, chỉ 80m ra phố, diện tích 30m2 x 3 tầng",30,,,23/10/2023,Hà Nội,Đống Đa,,,Bán Nhà riêng,,https://batdongsan.vn/ban-nha-thai-ha-mat-tien-khung-63m-ngo-nong-o-to-do-cua-chi-80m-ra-pho-dien-tich-30m2-x-3-tang-r281719
"Bán nhà trung tâm Quận Đống Đa, ngõ nông, chỉ 50m ra phố, xây mới 33m2*4 tầng - 3 PN full công năng",,,,23/10/2023,Hà Nội,Đống Đa,,,Bán Nhà riêng,,https://batdongsan.vn/ban-nha-trung-tam-quan-dong-da-ngo-nong-chi-50m-ra-pho-xay-moi-33m24-tang-3-pn-full-cong-nang-r281718
"Chính chủ cần bán nhà HẺM XE HƠI, gần mặt tiền Phan Văn Trị, 2 tầng 2PN, hoàn công đủ, 4.2 tỷ",,,,23/10/2023,TP Hồ Chí Minh,Bình Thạnh,,,Bán Nhà riêng,4.2,https://batdongsan.vn/chinh-chu-can-ban-nha-hem-xe-hoi-gan-mat-tien-phan-van-tri-2-tang-2pn-hoan-cong-du-42-ty-r281717
"✅ GẤP: Bán nhà 1T + 2L ngay KDC chợ đầu mối Tân Biên, Biên Hòa",60,4,4,24/10/2023,Đồng Nai,Biên Hòa,Đông-Nam,Đông-Nam,Bán Nhà riêng,3.9,https://batdongsan.vn/gap-ban-nha-1t-2l-ngay-kdc-cho-dau-moi-tan-bien-bien-hoa-r281715
✅ Cần tiền nên bán gấp căn nhà 245m mặt tiền QL 1A _ Thuận tiện kinh doanh mọi ngành nghề.,245,1,1,24/10/2023,Đồng Nai,Trảng Bom,Tây-Nam,Tây-Nam,Bán Nhà riêng,5.2,https://batdongsan.vn/can-tien-nen-ban-gap-can-nha-245m-mat-tien-ql-1a-thuan-tien-kinh-doanh-moi-nganh-nghe-r281714
"✅ GẤP: Bán nhà 1 trệt 2 lầu, đường Yết Kiêu thuộc KDC số 2 (chợ Điều) Long Bình - Biên Hòa.",70,4,2,24/10/2023,Đồng Nai,Biên Hòa,Tây-Nam,Tây-Bắc,Bán Nhà mặt phố,4.95,https://batdongsan.vn/gap-ban-nha-1-tret-2-lau-duong-yet-kieu-thuoc-kdc-so-2-cho-dieu-long-binh-bien-hoa-r281713
"Bán tòa Partment - Luxury Tây Hồ, 8T thang máy, gara ô tô.128m², 53 tỷ(thương lượng).",128,14,20,24/10/2023,Hà Nội,Tây Hồ,,,Bán Nhà riêng,53.0,https://batdongsan.vn/ban-toa-partment-luxury-tay-ho-8t-thang-may-gara-o-to128m-53-tythuong-luong-r281712
Biệt thự mini khuTên Lửa 10x10,100,,,24/10/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,13.5,https://batdongsan.vn/biet-thu-mini-khuten-lua-10x10-r281711
Bán nhà hẻm đường 29 khu Tên Lửa,38,,,24/10/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,3.8,https://batdongsan.vn/ban-nha-hem-duong-29-khu-ten-lua-r281709
Bán nhà hẻm đường 29 khu Tên Lửa,38,,,24/10/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,3.8,https://batdongsan.vn/ban-nha-hem-duong-29-khu-ten-lua-r281708
"Bán nhà Vĩnh Lộc B, Bình Chánh, Giá Rẻ, 184m2, Ngang 8m",184,3,,24/10/2023,TP Hồ Chí Minh,Bình Chánh,,,Bán Nhà riêng,5.5,https://batdongsan.vn/ban-nha-vinh-loc-b-binh-chanh-gia-re-184m2-ngang-8m-r281707
BÁN NHÀ 3 TẦNG MẶT TIỀN PHẠM VĂN ĐỒNG GIÁ CHỈ 7x TỶ,90,,,24/10/2023,Thừa Thiên Huế,Huế,,,Bán Nhà riêng,,https://batdongsan.vn/ban-nha-3-tang-mat-tien-pham-van-dong-gia-chi-7x-ty-r281705
Cần bán 87m2 Shophouse Thuận An. Ngay cạnh UBND Huyện Gia Lâm & Công viên,87,5,5,24/10/2023,Hà Nội,Gia Lâm,Đông-Nam,Đông-Nam,Bán Nhà mặt phố,11800000000.0,https://batdongsan.vn/can-ban-87m2-shophouse-thuan-an-ngay-canh-ubnd-huyen-gia-lam-cong-vien-r281704
Bán nhà mặt tiền đường số 25 khu Tên Lửa,80,,,24/10/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,9.2,https://batdongsan.vn/ban-nha-mat-tien-duong-so-25-khu-ten-lua-r281703
"BÁN NHÀ BÙI THỊ XUÂN TÂN BÌNH, GIÁ 6.2 TỶ",37,3,3,24/10/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà riêng,6.2,https://batdongsan.vn/ban-nha-bui-thi-xuan-tan-binh-gia-62-ty-r281702
"Biệt thự 10,5m x 23m, Hiệp Bình Chánh, Cạnh siêu thị Coopmart Bình Triệu",210,,,24/10/2023,TP Hồ Chí Minh,Thủ Đức,,,Bán Nhà,17.0,https://batdongsan.vn/biet-thu-105m-x-23m-hiep-binh-chanh-canh-sieu-thi-coopmart-binh-trieu-r281700
"CẦN BÁN GẤP NHÀ CMT8 - TÂN BÌNH 44M2, HẼM XE TẢI",44,7,7,24/10/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà riêng,6.95,https://batdongsan.vn/can-ban-gap-nha-cmt8-tan-binh-44m2-hem-xe-tai-r281696
"NHÀ NGAY SÁT BIÊN HÒA, HOÀN THIỆN SỔ RIÊNG THỔ CƯ CHỈ 1TY450",100,,,24/10/2023,Đồng Nai,Biên Hòa,,,Bán Nhà riêng,1450.0,https://batdongsan.vn/nha-ngay-sat-bien-hoa-hoan-thien-so-rieng-tho-cu-chi-1ty450-r281694
"Bán nhà mặt tiên Cao Đức Lân, Q2, 4 tầng, 17.9tỷ, 4mx20m, khu nhà cao tằng, ngay công viên",80,4,3,24/10/2023,TP Hồ Chí Minh,Quận 2,,,Bán Nhà riêng,17.9,https://batdongsan.vn/ban-nha-mat-tien-cao-duc-lan-q2-4-tang-179ty-4mx20m-khu-nha-cao-tang-ngay-cong-vien-r281693
"BÁN NHÀ SIÊU ĐẸP NGAY CUỐI ĐƯỜNG ĐỒNG KHỞI,SỔ HỒNG THỔ CƯ,GIÁ CHỈ 1,67TỶ",123,4,2,24/10/2023,Đồng Nai,Vĩnh Cửu,,,Bán Nhà riêng,1.67,https://batdongsan.vn/ban-nha-sieu-dep-ngay-cuoi-duong-dong-khoiso-hong-tho-cugia-chi-167ty-r281691
Cần bán nhà Mặt tiền mới đẹp nội thất đầy đủ khu đường Hoa Hồng sang trọng quận Phú Nhuận,,,,24/10/2023,TP Hồ Chí Minh,Phú Nhuận,,,Bán Nhà mặt phố,23.0,https://batdongsan.vn/can-ban-nha-mat-tien-moi-dep-noi-that-day-du-khu-duong-hoa-hong-sang-trong-quan-phu-nhuan-r281689
"Bán Căn Nhà 1 Trệt 1 Lầu Ngay Gần Đồng Khởi, 1tỷ750, sổ sẵn, Full Thổ",100,,,24/10/2023,Đồng Nai,Vĩnh Cửu,,,Bán Nhà riêng,,https://batdongsan.vn/ban-can-nha-1-tret-1-lau-ngay-gan-dong-khoi-1ty750-so-san-full-tho-r281685
"SÁT ĐƯỜNG NHỰA 8M PHAN VĂN TRỊ, PHƯỜNG 11, BÌNH THẠNH, 2 TẦNG BTCT, 65M2, 5.x TỶ",65,3,2,24/10/2023,TP Hồ Chí Minh,Bình Thạnh,,,Bán Nhà,5.7,https://batdongsan.vn/sat-duong-nhua-8m-phan-van-tri-phuong-11-binh-thanh-2-tang-btct-65m2-5x-ty-r281682
"GIẢM SẬP SÀN NHÀ LÝ THƯỜNG KIỆT, ( 4.2 x 11M ),5 TẦNG, KINH DOANH ĐỈNH GIÁ RẺ CHỈ 8,5 TỶ",45,3,5,24/10/2023,TP Hồ Chí Minh,Tân Bình,Đông-Nam,,Bán Nhà riêng,8.5,https://batdongsan.vn/giam-sap-san-nha-ly-thuong-kiet-42-x-11m-5-tang-kinh-doanh-dinh-gia-re-chi-85-ty-r281681
"DON'T LET A FAT BABY BE ""LESS ATTRACTIVE"" AND ""LOSE POINTS""",150,13,13,24/10/2023,TP Hồ Chí Minh,Bình Tân,Đông,Nam,Bán Nhà riêng,0.01211,https://batdongsan.vn/dont-let-a-fat-baby-be-less-attractive-and-lose-points-r281680
"BÁN NHÀ HƯƠNG LỘ 2, NGÃ 4 BỐN XÃ 60M2 2,9TỶ LH 0948362610",60,,,24/10/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,2.9,https://batdongsan.vn/ban-nha-huong-lo-2-nga-4-bon-xa-60m2-29ty-lh-0948362610-r281676
"BÁN NHÀ HƯƠNG LỘ 2, NGÃ 4 BỐN XÃ 60M2 2,9TỶ LH 0948362610",60,,,24/10/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,2.9,https://batdongsan.vn/ban-nha-huong-lo-2-nga-4-bon-xa-60m2-29ty-lh-0948362610-r281675
"'Biệt thư Quận 10, Khu Vip gần 3 Tháng 2, Nhà 3 tầng, Ngang 7m, Giá rẻ",120,5,4,24/10/2023,TP Hồ Chí Minh,Quận 10,Nam,Nam,Bán Nhà mặt phố,32.88,https://batdongsan.vn/biet-thu-quan-10-khu-vip-gan-3-thang-2-nha-3-tang-ngang-7m-gia-re-r281673
Bán nhà Đẹp - Sang - Cao lầu hẻm VIP đường Lê Văn Sỹ giá cực rẻ chỉ 11 tỷ hơn,,,,24/10/2023,TP Hồ Chí Minh,Quận 3,,,Bán Nhà mặt phố,11.5,https://batdongsan.vn/ban-nha-dep-sang-cao-lau-hem-vip-duong-le-van-sy-gia-cuc-re-chi-11-ty-hon-r281672
"Bán nhà Gò Vấp, Nguyễn Văn Khối Phường 9, HXH 63m2 4 tầng chỉ 7.2 tỷ",63,4,,24/10/2023,TP Hồ Chí Minh,Gò Vấp,,,Bán Nhà riêng,7.2,https://batdongsan.vn/ban-nha-go-vap-nguyen-van-khoi-phuong-9-hxh-63m2-4-tang-chi-72-ty-r281671
"BÁN NHÀ HẺM XE TẢI THẠCH LAM, TÂN PHÚ - 66M VUÔNG A4 - 3 TẦNG BTCT - CHỈ NHỈNH 4 TỶ.",66,3,,24/10/2023,TP Hồ Chí Minh,Tân Phú,,,Bán Nhà riêng,4.9,https://batdongsan.vn/ban-nha-hem-xe-tai-thach-lam-tan-phu-66m-vuong-a4-3-tang-btct-chi-nhinh-4-ty-r281669
"Bán đất 746m2 có thổ cư 379m2 thông Phú Bình 2, xã Cam Tân, huyện Cam Lâm , Khánh Hòa, Việt Nam",746,,,24/10/2023,Khánh Hòa,Cam Lâm,,,Bán Nhà mặt phố,,https://batdongsan.vn/ban-dat-746m2-co-tho-cu-379m2-thong-phu-binh-2-xa-cam-tan-huyen-cam-lam-khanh-hoa-viet-nam-r281667
"Bán nhà Cầu Đơ, Hà Đông, Trước nhà SH quay đầu, Nhà đẹp 5 tầng 31m2 mt 3.8, hơn 3 tỷ",31,,,24/10/2023,Hà Nội,Hà Đông,,,Bán Nhà riêng,3.0,https://batdongsan.vn/ban-nha-cau-do-ha-dong-truoc-nha-sh-quay-dau-nha-dep-5-tang-31m2-mt-38-hon-3-ty-r281665
"Bán nhà Cầu Đơ, Hà Đông, Trước nhà SH quay đầu, Nhà đẹp 5 tầng 31m2 mt 3.8, hơn 3 tỷ",31,,,24/10/2023,Hà Nội,Hà Đông,,,Bán Nhà riêng,3.0,https://batdongsan.vn/ban-nha-cau-do-ha-dong-truoc-nha-sh-quay-dau-nha-dep-5-tang-31m2-mt-38-hon-3-ty-r281664
"Bán nhà mặt phố Yên Phúc cực đẹp, kinh doanh đỉnh, 56m2, 7.4 tỷ",56,,,24/10/2023,Hà Nội,Hà Đông,,,Bán Nhà riêng,,https://batdongsan.vn/ban-nha-mat-pho-yen-phuc-cuc-dep-kinh-doanh-dinh-56m2-74-ty-r281661
CHÍNH THỨC CÓ 1 SIÊU PHẨM TẠI SAPA TRÊN THỊ TRƯỜNG BĐS,100,8,8,24/10/2023,Lào Cai,Sa Pa,Đông-Nam,Đông-Nam,Bán Nhà mặt phố,5.6,https://batdongsan.vn/chinh-thuc-co-1-sieu-pham-tai-sapa-tren-thi-truong-bds-r281660
"Từ 5,6 tỷ sở hữu căn Mini Hotel - Shop House - Sapa - Đã có sổ lâu dài - Hỗ trợ vay 65%",100,,,24/10/2023,Lào Cai,Sa Pa,,,Bán Nhà mặt phố,5.6,https://batdongsan.vn/tu-56-ty-so-huu-can-mini-hotel-shop-house-sapa-da-co-so-lau-dai-ho-tro-vay-65-r281658
"Gấp bán nhà Bùi Thị Xuân 54m2, 4 tầng, hxh, sát MT giá chỉ 7,3 tỷ.",54,6,6,24/10/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà riêng,7.3,https://batdongsan.vn/gap-ban-nha-bui-thi-xuan-54m2-4-tang-hxh-sat-mt-gia-chi-73-ty-r281657
"Bán nhà mặt tiền đường lớn An Dương Vương, Phường An Lạc, Quận Bình Tân",840.2,,,24/10/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,302.47,https://batdongsan.vn/ban-nha-mat-tien-duong-lon-an-duong-vuong-phuong-an-lac-quan-binh-tan-r281656
"Bán nhà 2 mặt tiền đường lớn An Dương Vương và Đường số 1 Phường An Lạc, Quận Bình Tân, TP. HCM",1229.92,,,24/10/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,430.47,https://batdongsan.vn/ban-nha-2-mat-tien-duong-lon-an-duong-vuong-va-duong-so-1-phuong-an-lac-quan-binh-tan-tp-hcm-r281655
"Nhà Đẹp, Full nội thất, dọn vào ở ngay, đường Đinh Tiên Hoàng, giáp Q.1, chỉ 4,65 tỷ",28,2,3,24/10/2023,TP Hồ Chí Minh,Bình Thạnh,,,Bán Nhà riêng,4.65,https://batdongsan.vn/nha-dep-full-noi-that-don-vao-o-ngay-duong-dinh-tien-hoang-giap-q1-chi-465-ty-r281652
"BÁN NHÀ TRƯỜNG CHINH TÂN BÌNH, HẼM XE TẢI GIÁ 8.2 TỶ",80,4,,24/10/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà riêng,8.2,https://batdongsan.vn/ban-nha-truong-chinh-tan-binh-hem-xe-tai-gia-82-ty-r281650
- Bán nhà mặt tiền đường 1A gần siêu thị Aeon,84,,,24/10/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,11.3,https://batdongsan.vn/ban-nha-mat-tien-duong-1a-gan-sieu-thi-aeon-r281648
"BÁN NHÀ 94M2 TRƯỜNG CHINH TÂN BÌNH, HẼM XE HƠI GIÁ 8.7 TỶ",94,9,6,24/10/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà riêng,8.7,https://batdongsan.vn/ban-nha-94m2-truong-chinh-tan-binh-hem-xe-hoi-gia-87-ty-r281647
"Bán nhà Văn Quán, Nhà đẹp dân xây, ngõ to, 2 thoáng trước sau, 55m2 4 tầng nhỉnh 5 tỷ",55,,,24/10/2023,Hà Nội,Hà Đông,,,Bán Nhà riêng,5.0,https://batdongsan.vn/ban-nha-van-quan-nha-dep-dan-xay-ngo-to-2-thoang-truoc-sau-55m2-4-tang-nhinh-5-ty-r281646
"- Bán nhà hẻm đường Tên lửa, Sát AEON",58,,,24/10/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,2.7,https://batdongsan.vn/ban-nha-hem-duong-ten-lua-sat-aeon-r281644
"- Bán nhà hẻm đường Tên lửa, Sát AEON",58,,,24/10/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,2.7,https://batdongsan.vn/ban-nha-hem-duong-ten-lua-sat-aeon-r281643
"LÊ VĂN QUỚI 56M2 HẺM XE HƠI TƯƠNG LAI RA MẶT TIỀN 3,7 TỶ, 0948362610",56,,,24/10/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,3.7,https://batdongsan.vn/le-van-quoi-56m2-hem-xe-hoi-tuong-lai-ra-mat-tien-37-ty-0948362610-r281639
#MỖ_LAO - #THANH_BÌNH - NHÀ ĐẸP – NGÕ ĐẸP – Ô TÔ GẦN,33,,,24/10/2023,Hà Nội,Hà Đông,,,Bán Nhà riêng,3.8,https://batdongsan.vn/m-lao-thanh-binh-nha-dep-ngo-dep-o-to-gan-r281638
"Nhà 4 tầng tiện ở kinh doanh, gần Aeon Tân Phú, 2.85 tỷ",35,2,2,24/10/2023,TP Hồ Chí Minh,Tân Phú,,,Bán Nhà riêng,2.85,https://batdongsan.vn/nha-4-tang-tien-o-kinh-doanh-gan-aeon-tan-phu-285-ty-r281636
"Nhà Phố Hồng Hà 20m 4 tầng từ tầng 2 đua ra được 30m. 2,8 tỷ Ngõ to Nông",20,,,24/10/2023,Hà Nội,Hoàn Kiếm,,,Bán Nhà riêng,2800.0,https://batdongsan.vn/nha-pho-hong-ha-20m-4-tang-tu-tang-2-dua-ra-duoc-30m-28-ty-ngo-to-nong-r281634
Bán nhà mặt tiền đường số 3 đối diện trường học,80,,,24/10/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,15.0,https://batdongsan.vn/ban-nha-mat-tien-duong-so-3-doi-dien-truong-hoc-r281633
Bán nhà mặt tiền đường số 3 đối diện trường học,80,,,24/10/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,15.0,https://batdongsan.vn/ban-nha-mat-tien-duong-so-3-doi-dien-truong-hoc-r281632
"Liền kề nhà vườn, KĐT Việt Hưng, 110m x 5 tầng, MT 5.5m, nhìn ra vườn hoa, 19 tỷ 2",110,4,5,24/10/2023,Hà Nội,Long Biên,,,Bán Nhà riêng,19.2,https://batdongsan.vn/lien-ke-nha-vuon-kdt-viet-hung-110m-x-5-tang-mt-55m-nhin-ra-vuon-hoa-19-ty-2-r281631
"Nhà phố góc mặt tiền Đường số 1 và Đường số 2 Phường An Lạc, Quận Bình Tân",1016,,,24/10/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,386.08,https://batdongsan.vn/nha-pho-goc-mat-tien-duong-so-1-va-duong-so-2-phuong-an-lac-quan-binh-tan-r281628
Bán căn góc 2 mt mặt tiền đường số 2 khu Tên Lửa,100,,,24/10/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,12.7,https://batdongsan.vn/ban-can-goc-2-mt-mat-tien-duong-so-2-khu-ten-lua-r281624
Những loại cửa gỗ chống cháy được sử dụng nhiều nhất,,,,24/10/2023,TP Hồ Chí Minh,Thủ Đức,,,Bán Nhà riêng,,https://batdongsan.vn/nhung-loai-cua-go-chong-chay-duoc-su-dung-nhieu-nhat-r281622
"Bán nhà 1 Trệt 1 Lầu 84m2 KDC Đinh Thuận (P.Tân Hiệp) chỉ 4,2 tỉ",84,4,2,24/10/2023,Đồng Nai,Biên Hòa,,,Bán Nhà riêng,4.2,https://batdongsan.vn/ban-nha-1-tret-1-lau-84m2-kdc-dinh-thuan-ptan-hiep-chi-42-ti-r281621
Bán nhà 1 lầu hẻm xe hơi gần chợ Nguyễn Thị Tần Phường 2 Quận 8,46,,,24/10/2023,TP Hồ Chí Minh,Quận 8,,,Bán Nhà riêng,6.8,https://batdongsan.vn/ban-nha-1-lau-hem-xe-hoi-gan-cho-nguyen-thi-tan-phuong-2-quan-8-r281619
Bán nhà mới 1 lầu 3x11m hẻm 154 đường Âu Dương Lân P.3 Quận 8,33,,,24/10/2023,TP Hồ Chí Minh,Quận 8,,,Bán Nhà riêng,3.68,https://batdongsan.vn/ban-nha-moi-1-lau-3x11m-hem-154-duong-au-duong-lan-p3-quan-8-r281618
CẦN BÁN GẤP NHÀ 2LẦU - 65m2 MẶT TIỀN ĐƯỜNG SỐ 6 - PHƯỜNG LINH ĐÔNG TP-THỦ ĐỨC,64,3,2,24/10/2023,TP Hồ Chí Minh,Thủ Đức,,,Bán Nhà riêng,6.3,https://batdongsan.vn/can-ban-gap-nha-2lau-65m2-mat-tien-duong-so-6-phuong-linh-dong-tp-thu-duc-r281617
"Bán nhà 5 tầng 110m2 đẹp kinh doanh tốt mặt đường Hai Bà Trưng, Lê Chân, Hải Phòng",110,6,6,24/10/2023,Hải Phòng,Lê Chân,Nam,Nam,Bán Nhà mặt phố,19.5,https://batdongsan.vn/ban-nha-5-tang-110m2-dep-kinh-doanh-tot-mat-duong-hai-ba-trung-le-chan-hai-phong-r281613
"Bán nhà 5 tầng 110m2 đẹp kinh doanh tốt mặt đường Hai Bà Trưng, Lê Chân, Hải Phòng",110,6,6,24/10/2023,Hải Phòng,Lê Chân,Nam,Nam,Bán Nhà mặt phố,19.5,https://batdongsan.vn/ban-nha-5-tang-110m2-dep-kinh-doanh-tot-mat-duong-hai-ba-trung-le-chan-hai-phong-r281612
"Bán nhà Quang Trung Phường 11 Gò Vấp, HXH 101m2, 3 tầng, chỉ 13.5 tỷ",101,6,,24/10/2023,TP Hồ Chí Minh,Gò Vấp,Đông,,Bán Nhà riêng,13.5,https://batdongsan.vn/ban-nha-quang-trung-phuong-11-go-vap-hxh-101m2-3-tang-chi-135-ty-r281607
"Bán nhà Đặng Thai Mai 30m vuông, mặt tiền rộng, giá hơn 5 tỷ gần hồ tây",30,5,5,24/10/2023,Hà Nội,Tây Hồ,,,Bán Nhà riêng,5.25,https://batdongsan.vn/ban-nha-dang-thai-mai-30m-vuong-mat-tien-rong-gia-hon-5-ty-gan-ho-tay-r281606
"Duy nhất chỉ 1! Nhà mặt tiền đường Hoa Đào P. 2 Q. Phú Nhuận siêu vị trí giá chỉ 12,9 tỷ còn TL",,,,24/10/2023,TP Hồ Chí Minh,Phú Nhuận,,,Bán Nhà mặt phố,12.9,https://batdongsan.vn/duy-nhat-chi-1-nha-mat-tien-duong-hoa-dao-p-2-q-phu-nhuan-sieu-vi-tri-gia-chi-129-ty-con-tl-r281605
"Bán gấp nhà Mặt tiền đẹp đường Nguyễn Văn Cừ, P. Cầu Kho quận 1 giá thiện chí chỉ 25 tỷ còn TL thêm",,,,24/10/2023,TP Hồ Chí Minh,Quận 1,,,Bán Nhà mặt phố,25.0,https://batdongsan.vn/ban-gap-nha-mat-tien-dep-duong-nguyen-van-cu-p-cau-kho-quan-1-gia-thien-chi-chi-25-ty-con-tl-them-r281604
"Nhà đẹp 1/ ra Đỗ Xuân Hợp , 3 PN, Đại Học , oto , khu vip 100tr /m2 , cho thuê",60,3,2,24/10/2023,TP Hồ Chí Minh,Quận 9,,,Bán Nhà riêng,6.0,https://batdongsan.vn/nha-dep-1-ra-do-xuan-hop-3-pn-dai-hoc-oto-khu-vip-100tr-m2-cho-thue-r281603
NHÀ 5 TẦNG – Ô TÔ ĐỖ CỬA – TRUNG TÂM CẦU GIẤY – RẤT ÍT NHÀ BÁN – 5.6 TỶ,40,3,4,24/10/2023,Hà Nội,Cầu Giấy,,,Bán Nhà riêng,5.6,https://batdongsan.vn/nha-5-tang-o-to-d-cua-trung-tam-cau-giay-rat-it-nha-ban-56-ty-r281600
SIÊU PHẨM MẶT TIỀN – AN SINH,47,4,4,24/10/2023,Hà Nội,Đống Đa,,,Bán Nhà riêng,5.0,https://batdongsan.vn/sieu-pham-mat-tien-an-sinh-r281599
Bán nhà Siêu Khan Hiếm Mặt Tiền KDC Him Lam - Quận 7 giá chỉ 25.5 tỷ có TL,,,,24/10/2023,TP Hồ Chí Minh,Quận 7,,,Bán Nhà mặt phố,25.5,https://batdongsan.vn/ban-nha-sieu-khan-hiem-mat-tien-kdc-him-lam-quan-7-gia-chi-255-ty-co-tl-r281598
"Bán nhà ngay mặt tiền Trường Sa, P.13 quận Phú Nhuận giá cực tốt chỉ 17.9 tỷ có bớt lộc thêm cho khách",,,,24/10/2023,TP Hồ Chí Minh,Phú Nhuận,,,Bán Nhà mặt phố,,https://batdongsan.vn/ban-nha-ngay-mat-tien-truong-sa-p13-quan-phu-nhuan-gia-cuc-tot-chi-179-ty-co-bot-loc-them-cho-khach-r281597
"Bán nhà phố Vĩnh Phúc, 44m vuông mặt tiền rộng, mặt tiền 4m giá 12 tỷ",44,4,4,24/10/2023,Hà Nội,Ba Đình,,,Bán Nhà riêng,12.0,https://batdongsan.vn/ban-nha-pho-vinh-phuc-44m-vuong-mat-tien-rong-mat-tien-4m-gia-12-ty-r281596
"Nhà 2 tầng Hoàng Hữu Nam , 180m2, oto 7 chỗ đâuụ, gần BX ,chỉ 30 tr /m2",180,4,4,24/10/2023,TP Hồ Chí Minh,Quận 9,,,Bán Nhà riêng,4.7,https://batdongsan.vn/nha-2-tang-hoang-huu-nam-180m2-oto-7-cho-dauu-gan-bx-chi-30-tr-m2-r281594
"Nhà mặt tiền ngang 5,5 ,133m2 ,đường xe tải, 2 PN 2 WC, kiot cho thuê ,3,8 tỷ",133,3,2,24/10/2023,TP Hồ Chí Minh,Quận 9,,,Bán Nhà riêng,3.8,https://batdongsan.vn/nha-mat-tien-ngang-55-133m2-duong-xe-tai-2-pn-2-wc-kiot-cho-thue-38-ty-r281593
"Lê Văn Thọ Gò Vấp, DT 4x16m, 3 Tầng, 3.98 tỷ còn TL",64,3,3,24/10/2023,TP Hồ Chí Minh,Gò Vấp,,,Bán Nhà mặt phố,3980.0,https://batdongsan.vn/le-van-tho-go-vap-dt-4x16m-3-tang-398-ty-con-tl-r281592
"Lê Văn Thọ Gò Vấp, DT 4x16m, 3 Tầng, 3.98 tỷ còn TL",64,3,3,24/10/2023,TP Hồ Chí Minh,Gò Vấp,,,Bán Nhà mặt phố,3980.0,https://batdongsan.vn/le-van-tho-go-vap-dt-4x16m-3-tang-398-ty-con-tl-r281591
"Bán nhà nguyễn văn cừ Long Biên 43m2, 5 tầng, M tiền 4,5m, giá 5,67 tỷ Lô góc 3 thoáng",43,5,5,25/10/2023,Hà Nội,Long Biên,,,Bán Nhà riêng,5670000000.0,https://batdongsan.vn/ban-nha-nguyen-van-cu-long-bien-43m2-5-tang-m-tien-45m-gia-567-ty-lo-goc-3-thoang-r281588
"Bán nhà nguyễn văn cừ Long Biên 35m2, 6 tầng, M tiền 5,8m, giá 5.2 tỷ Lô góc",36,4,5,25/10/2023,Hà Nội,Long Biên,,,Bán Nhà riêng,5200000000.0,https://batdongsan.vn/ban-nha-nguyen-van-cu-long-bien-35m2-6-tang-m-tien-58m-gia-52-ty-lo-goc-r281587
HIẾM CÓ NHÀ HƠN 5 tỷ- Ô TÔ VÀO NHÀ- TT VẠN PHÚC- GẦN TRỤC CHÍNH -TỐ HỮU HĐ,35,3,4,25/10/2023,Hà Nội,Hà Đông,,,Bán Nhà riêng,5.8,https://batdongsan.vn/hiem-co-nha-hon-5-ty-o-to-vao-nha-tt-van-phuc-gan-truc-chinh-to-huu-hd-r281586
"Nhà mới xây, đường ô tô tránh, Gò Dầu, Tân Sơn Nhì, 4.5 tỷ",52,2,2,25/10/2023,TP Hồ Chí Minh,Tân Phú,,,Bán Nhà riêng,4.5,https://batdongsan.vn/nha-moi-xay-duong-o-to-tranh-go-dau-tan-son-nhi-45-ty-r281585
"Bán tòa Apartment 8 tầng thang máy, Phố Vip Tây Hồ, 178m², MT siêu rộng, giá 75 tỷ(thương lượng).",178,,,25/10/2023,Hà Nội,Tây Hồ,,,Bán Nhà riêng,75.0,https://batdongsan.vn/ban-toa-apartment-8-tang-thang-may-pho-vip-tay-ho-178m-mt-sieu-rong-gia-75-tythuong-luong-r281579
