Tiêu đề,Diện tích(m2),Số phòng ngủ,Số phòng WC,Thời gian đăng,Tỉnh/Thành,Quận/Huyện,Hướng nhà,Hướng ban công,Loại nhà,Giá,Link
"Toà nhà Mặt tiền đường 32, Hiệp Bình Chánh ngay sau Gigamall, Phạm Văn Đồng",230.0,,,08/08/2023,TP Hồ Chí Minh,Thủ Đức,,,Bán Nhà mặt phố,30.0,https://batdongsan.vn/toa-nha-mat-tien-duong-32-hiep-binh-chanh-ngay-sau-gigamall-pham-van-dong-r274808
"Chỉ 2.65 tỷ đã có nhà đẹp 3 tầng Lê Trực, Bình Thạnh, an ninh, dân trí",,2.0,2.0,08/08/2023,TP Hồ Chí Minh,Bình Thạnh,,,Bán Nhà riêng,2.65,https://batdongsan.vn/chi-265-ty-da-co-nha-dep-3-tang-le-truc-binh-thanh-an-ninh-dan-tri-r274807
"Bán nhà đẹp đô thị Himlam, Hùng Vương, Hồng Bàng, Hải Phòng hơn 3 tỷ bao thuế phí",48.0,4.0,3.0,08/08/2023,Hải Phòng,Hồng Bàng,Đông-Bắc,Đông-Bắc,Bán Nhà riêng,3.1,https://batdongsan.vn/ban-nha-dep-do-thi-himlam-hung-vuong-hong-bang-hai-phong-hon-3-ty-bao-thue-phi-r274806
0903383017,56.0,,,08/08/2023,TP Hồ Chí Minh,Bình Thạnh,,,Bán Nhà mặt phố,14.5,https://batdongsan.vn/0903383017-r274803
"Hạ giá sát đáy nhà tại khu dân cư Phước Điền, ngay tân phước khánh 32, Tân Uyên – BD",62.0,2.0,3.0,08/08/2023,Bình Dương,Tân Uyên,,,Bán Nhà mặt phố,2.4,https://batdongsan.vn/ha-gia-sat-day-nha-tai-khu-dan-cu-phuoc-dien-ngay-tan-phuoc-khanh-32-tan-uyen-bd-r274802
"BÁN NHÀ TX25, QUẬN 12, 4x14, ĐƯỜNG RỘNG 7M",56.0,2.0,2.0,08/08/2023,TP Hồ Chí Minh,Quận 12,,,Bán Nhà riêng,3.68,https://batdongsan.vn/ban-nha-tx25-quan-12-4x14-duong-rong-7m-r274800
"BÁN NHÀ 2PN MẶT TIỀN SUỐI LỘI , TÂN THÔNG HỘI , 182M2 623TR SHR",182.0,,,08/08/2023,TP Hồ Chí Minh,Củ Chi,,,Bán Nhà riêng,0.623,https://batdongsan.vn/ban-nha-2pn-mat-tien-suoi-loi-tan-thong-hoi-182m2-623tr-shr-r274799
"BÁN NHÀ HXH QUANG TRUNG GẦN CHỢ HẠNH THÔNG TÂY, GÒ VẤP, 5x9, 4 TẦNG, NHỈNH 5 TỶ",45.0,4.0,4.0,08/08/2023,TP Hồ Chí Minh,Gò Vấp,Bắc,,Bán Nhà,5.0,https://batdongsan.vn/ban-nha-hxh-quang-trung-gan-cho-hanh-thong-tay-go-vap-5x9-4-tang-nhinh-5-ty-r274798
"Cắt lỗ nhanh mảnh đất trung tâm Sapa, view hồ Mắt Ngọc",160.0,,,08/08/2023,Lào Cai,Sa Pa,,,Bán Nhà mặt phố,16.0,https://batdongsan.vn/cat-lo-nhanh-manh-dat-trung-tam-sapa-view-ho-mat-ngoc-r274793
"Bán nhà Lê Đức Thọ vào 100m_17m2, 1.75 tỷ_ SHR không quy hoạch",17.0,2.0,2.0,08/08/2023,TP Hồ Chí Minh,Gò Vấp,,,Bán Nhà riêng,1.75,https://batdongsan.vn/ban-nha-le-duc-tho-vao-100m-17m2-175-ty-shr-khong-quy-hoach-r274789
"Cần bán siêu phẩm nhà mặt phố giá bình dân, mặt đường Nguyễn Trãi 64m2, 11.5 tỷ",64.0,,,08/08/2023,Hà Nội,Thanh Xuân,,,Bán Nhà mặt phố,11.5,https://batdongsan.vn/can-ban-sieu-pham-nha-mat-pho-gia-binh-dan-mat-duong-nguyen-trai-64m2-115-ty-r274788
Bán nhà 160m2 gần chợ đất đỏ kcn tân đức 1 sẹc tỉnh lộ 10 đức hòa hạ,160.0,2.0,2.0,08/08/2023,Long An,Đức Hòa,,,Bán Nhà riêng,600.0,https://batdongsan.vn/ban-nha-160m2-gan-cho-dat-do-kcn-tan-duc-1-sec-tinh-lo-10-duc-hoa-ha-r274781
"Cần bán Nhà mới ra lò, 1 trệt 2 lầu 4x13m2 4PN - 3WC, sổ hồng hoàn công, giá chỉ 4 tỷ 8 thương lượng ,Lh: 0388668882 gặp Tâm ( zalo )",52.0,4.0,3.0,08/08/2023,TP Hồ Chí Minh,Quận 9,,,Bán Nhà riêng,4.8,https://batdongsan.vn/can-ban-nha-moi-ra-lo-1-tret-2-lau-4x13m2-4pn-3wc-so-hong-hoan-cong-gia-chi-4-ty-8-thuong-luong-lh-0388668882-gap-tam-zalo-r274779
Chủ Cần Bán Gấp Nhà  Ô Tô Đỗ Gần Mộ Lao Hà Đông 33m 5 Tầng Giá  3.5 Tỷ,33.0,3.0,4.0,08/08/2023,Hà Nội,Hà Đông,Nam,,Bán Nhà,3.5,https://batdongsan.vn/chu-can-ban-gap-nha-o-to-do-gan-mo-lao-ha-dong-33m-5-tang-gia-35-ty-r274778
NHÀ ĐẸP QUANG TRUNG - 87M2 CHỈ 7.6 TỶ SỔ VUÔNG -,90.0,5.0,4.0,08/08/2023,TP Hồ Chí Minh,Gò Vấp,,,Bán Nhà mặt phố,7.0,https://batdongsan.vn/nha-dep-quang-trung-87m2-chi-76-ty-so-vuong-r274777
NHÀ MỚI ĐẸP VÀO Ở NGAY LÊ VĂN KHƯƠNG QUẬN 12 GIÁ 1 TỶ 8,50.0,3.0,2.0,08/08/2023,TP Hồ Chí Minh,Quận 12,,,Bán Nhà mặt phố,1.8,https://batdongsan.vn/nha-moi-dep-vao-o-ngay-le-van-khuong-quan-12-gia-1-ty-8-r274776
"Chính chủ gửi bán để định cư căn MT Trần Quốc Thảo, P7, Q3. Dtich 101m2, 1T2L. Giá 8 tỷ",101.0,4.0,,08/08/2023,TP Hồ Chí Minh,Quận 3,,,Bán Nhà mặt phố,8.0,https://batdongsan.vn/chinh-chu-gui-ban-de-dinh-cu-can-mt-tran-quoc-thao-p7-q3-dtich-101m2-1t2l-gia-8-ty-r274773
"LÔ GÓC TRUNG TÂM SƠN TRÀ,TRUNG TÂM ĐÀ NẴNG, NGAY OTO ĐỖ.",68.0,,,08/07/2023,Đà Nẵng,Sơn Trà,,,Bán Nhà riêng,3.4,https://batdongsan.vn/lo-goc-trung-tam-son-tratrung-tam-da-nang-ngay-oto-d-r274766
"Siêu hiếm tại Trần Phú Hà Đông, lô góc 3 mặt thoáng, ngõ thông tứ tung, 37m2, 5.35 tỷ",37.0,3.0,,08/07/2023,Hà Nội,Hà Đông,,,Bán Nhà riêng,5.35,https://batdongsan.vn/sieu-hiem-tai-tran-phu-ha-dong-lo-goc-3-mat-thoang-ngo-thong-tu-tung-37m2-535-ty-r274765
"5.15x10.2m, Hẻm Xe Hơi, 3 tỷ. Phan Huy ích P12",50.0,2.0,2.0,08/07/2023,TP Hồ Chí Minh,Gò Vấp,,,Bán Nhà mặt phố,3000.0,https://batdongsan.vn/515x102m-hem-xe-hoi-3-ty-phan-huy-ich-p12-r274764
Nhà Mặt Tiền Kinh Doanh Hẻm Ô Tô Tránh Ba Vân Bàu Cát 9.5 Tỷ,,3.0,3.0,08/07/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà riêng,9.3,https://batdongsan.vn/nha-mat-tien-kinh-doanh-hem-o-to-tranh-ba-van-bau-cat-95-ty-r274758
"Bán nhà chính chủ đường Trường Sa, DT: 90.8 m2, 5 tầng, có gara, thang máy, sân thượng, giá: 17.5 tỷ",90.8,6.0,6.0,08/07/2023,TP Hồ Chí Minh,Phú Nhuận,Đông-Nam,,Bán Nhà riêng,17.5,https://batdongsan.vn/ban-nha-chinh-chu-duong-truong-sa-dt-908-m2-5-tang-co-gara-thang-may-san-thuong-gia-175-ty-r274756
"Nhà Rộng Ô Tô Đỗ Cửa, Gần Mặt Tiền Nguyễn Phúc Chu, 5.1 Tỷ",52.0,2.0,2.0,08/07/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà riêng,5.0,https://batdongsan.vn/nha-rong-o-to-do-cua-gan-mat-tien-nguyen-phuc-chu-51-ty-r274754
"Bán nhà 4 tầng mặt đường Hạ Lý, Hồng Bàng, Hải Phòng giảm còn 6,8 tỷ",40.0,4.0,3.0,08/07/2023,Hải Phòng,Hồng Bàng,Tây-Bắc,Tây-Bắc,Bán Nhà mặt phố,6.8,https://batdongsan.vn/ban-nha-4-tang-mat-duong-ha-ly-hong-bang-hai-phong-giam-con-68-ty-r274752
"Bán nhà 4 tầng mặt đường Hạ Lý, Hồng Bàng, Hải Phòng giảm còn 6,8 tỷ",40.0,4.0,3.0,08/07/2023,Hải Phòng,Hồng Bàng,Tây-Bắc,Tây-Bắc,Bán Nhà mặt phố,6.8,https://batdongsan.vn/ban-nha-4-tang-mat-duong-ha-ly-hong-bang-hai-phong-giam-con-68-ty-r274751
LÊN SÓNG VILLA PHỐ GÓC 3 MẶT TIỀN KIẾN TRÚC PHÁP,,4.0,5.0,08/07/2023,TP Hồ Chí Minh,Gò Vấp,,,Bán Nhà riêng,,https://batdongsan.vn/len-song-villa-pho-goc-3-mat-tien-kien-truc-phap-r274750
☘  Sở hữu nhà phố khu compound gần kề các cụm khu công nghiệp VSIP Bình Dương đáp ứng đầy đủ nhu cầu ☘,62.0,2.0,3.0,08/07/2023,Bình Dương,Tân Uyên,,,Bán Nhà mặt phố,2.4,https://batdongsan.vn/so-huu-nha-pho-khu-compound-gan-ke-cac-cum-khu-cong-nghiep-vsip-binh-duong-dap-ung-day-du-nhu-cau-r274749
NHÀ ĐẸP GÒ VẤP - KHU CAO TẦNG - GẦN MẶT TIỀN - TẶNG NỘI THẤT NHƯ HÌNH,44.0,4.0,6.0,08/07/2023,TP Hồ Chí Minh,Gò Vấp,,,Bán Nhà riêng,6.0,https://batdongsan.vn/nha-dep-go-vap-khu-cao-tang-gan-mat-tien-tang-noi-that-nhu-hinh-r274747
"Cần bán gấp nhà Nguyễn Công Trứ,Trung tâm Sơn Trà,sát oto đỗ. Gía chỉ 3,4 tỷ.",69.0,3.0,2.0,08/07/2023,Đà Nẵng,Sơn Trà,,,Bán Nhà riêng,3.4,https://batdongsan.vn/can-ban-gap-nha-nguyen-cong-trutrung-tam-son-trasat-oto-do-gia-chi-34-ty-r274746
"Bán nhà phố Tô Vĩnh Diện, Thanh Xuân, gần ô tô, thang máy, ở ngay 6 tầng 46m2 giá 7.1 tỷ",46.0,3.0,5.0,08/07/2023,Hà Nội,Thanh Xuân,,,Bán Nhà riêng,7.1,https://batdongsan.vn/ban-nha-pho-to-vinh-dien-thanh-xuan-gan-o-to-thang-may-o-ngay-6-tang-46m2-gia-71-ty-r274743
"Bán Tòa nhà 1Hầm 4Tầng. Mặt tiền đường, P. Linh Đông, dt 445 m² Giá 26 Tỷ",445.0,,,08/07/2023,TP Hồ Chí Minh,Thủ Đức,,,Bán Nhà mặt phố,26.0,https://batdongsan.vn/ban-toa-nha-1ham-4tang-mat-tien-duong-p-linh-dong-dt-445-m-gia-26-ty-r274740
"Hẻm Kinh Doanh Xe Tải Tránh,  Biệt Thự Bình Lợi, Phường 13, Bình Thạnh, 210m2, 4 Tầng, 8 PN, Giá 24 Tỷ",210.0,,,08/07/2023,TP Hồ Chí Minh,Bình Thạnh,,,Bán Nhà riêng,24.0,https://batdongsan.vn/hem-kinh-doanh-xe-tai-tranh-biet-thu-binh-loi-phuong-13-binh-thanh-210m2-4-tang-8-pn-gia-24-ty-r274733
"NHÀ NGỘP TÊN LỬA BÌNH TÂN, 3 TẦNG 4 PHÒNG, 3.75x15, Ô TÔ NGỦ TRONG NHÀ, NHỈNH 5 TỶ",56.0,,,08/07/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,5400000000.0,https://batdongsan.vn/nha-ngop-ten-lua-binh-tan-3-tang-4-phong-375x15-o-to-ngu-trong-nha-nhinh-5-ty-r274730
"Nhà thổ cư 4 tầng, ô tô đỗ cửa, mặt tiền 4m, diện tích mỗi sàn 90m2 bán giá 6 tỷ cho nhanh",,4.0,4.0,08/07/2023,Hà Nội,Nam Từ Liêm,,,Bán Nhà riêng,,https://batdongsan.vn/nha-tho-cu-4-tang-o-to-do-cua-mat-tien-4m-dien-tich-moi-san-90m2-ban-gia-6-ty-cho-nhanh-r274722
Chính chủ thanh lí gấp nhà Nguyễn Thiện Thuật gần chợ Bà Chiểu,,,,08/07/2023,TP Hồ Chí Minh,Bình Thạnh,,,Bán Nhà mặt phố,,https://batdongsan.vn/chinh-chu-thanh-li-gap-nha-nguyen-thien-thuat-gan-cho-ba-chieu-r274720
"SIÊU PHẨM PHẠM VĂN CHIÊU - CÓ THANG MÁY KÍNH - ĐƯỜNG 8M CÓ LỀ, XE TẢI NGỦ TRONG NHÀ.",64.0,6.0,7.0,08/07/2023,TP Hồ Chí Minh,Gò Vấp,Tây,Tây,Bán Nhà riêng,10.8,https://batdongsan.vn/sieu-pham-pham-van-chieu-co-thang-may-kinh-duong-8m-co-le-xe-tai-ngu-trong-nha-r274719
"Anh chị phải nhanh mới mua được căn lô góc này 36m2x6T Thịnh Hào 2, Đống Đa chỉ 6.x Tỷ.",36.0,6.0,6.0,08/07/2023,Hà Nội,Đống Đa,,,Bán Nhà mặt phố,6.3,https://batdongsan.vn/anh-chi-phai-nhanh-moi-mua-duoc-can-lo-goc-nay-36m2x6t-thinh-hao-2-dong-da-chi-6x-ty-r274718
"'Bình tân, Vip Lê Văn Quới, Hẻm nhựa thông, Nhà 5 tầng, giá rẻ",68.0,5.0,5.0,08/07/2023,TP Hồ Chí Minh,Bình Tân,Tây,Tây,Bán Nhà mặt phố,5680.0,https://batdongsan.vn/binh-tan-vip-le-van-quoi-hem-nhua-thong-nha-5-tang-gia-re-r274717
"Bán nhà mặt đường Ngô Gia Tự, 380m, MT 11m, kinh doanh, 2 mặt, 39 tỷ",380.0,3.0,2.0,08/07/2023,Hà Nội,Long Biên,,,Bán Nhà mặt phố,39.0,https://batdongsan.vn/ban-nha-mat-duong-ngo-gia-tu-380m-mt-11m-kinh-doanh-2-mat-39-ty-r274716
"4x11.5m ( Nở Hậu ), 3.4 tỷ Thương lượng, Thống Nhất P11",45.0,2.0,2.0,08/07/2023,TP Hồ Chí Minh,Gò Vấp,,,Bán Nhà mặt phố,3400.0,https://batdongsan.vn/4x115m-no-hau-34-ty-thuong-luong-thong-nhat-p11-r274715
XE TẢI ĐẾN NHÀ - QUẬN 5 - 6 TỶ,48.0,2.0,,08/07/2023,TP Hồ Chí Minh,Quận 5,,,Bán Nhà riêng,6.0,https://batdongsan.vn/xe-tai-den-nha-quan-5-6-ty-r274714
"QUẬN 6 - RẺ QUÁ RỒI - HXH BÀ HOM - 5,95 TỶ",75.0,4.0,,08/07/2023,TP Hồ Chí Minh,Quận 6,,,Bán Nhà riêng,5.95,https://batdongsan.vn/quan-6-re-qua-roi-hxh-ba-hom-595-ty-r274713
"Bán nhà Hồng Tiến-Bồ Đề, 72m x 5tầng, thang máy kính Fuji, gara ôtô, tặng nội thất",72.0,4.0,4.0,08/08/2023,Hà Nội,Long Biên,,,Bán Nhà riêng,11.0,https://batdongsan.vn/ban-nha-hong-tien-bo-de-72m-x-5tang-thang-may-kinh-fuji-gara-oto-tang-noi-that-r274711
Ô TÔ LÙI CỬA- RẤT GẦN PHỐ-  NGAY NGÃ TƯ TỐ HỮU -VẠN PHÚC 50M 4 TẦNG GIÁ 4.55 TỶ,50.0,4.0,3.0,08/08/2023,Hà Nội,Nam Từ Liêm,Đông-Nam,,Bán Nhà riêng,4.55,https://batdongsan.vn/o-to-lui-cua-rat-gan-pho-ngay-nga-tu-to-huu-van-phuc-50m-4-tang-gia-455-ty-r274710
Bán nhà kiệt trung tâm thành phố sát chợ Mới,72.1,3.0,3.0,08/08/2023,Đà Nẵng,Hải Châu,Đông,Đông,Bán Nhà riêng,3.5,https://batdongsan.vn/ban-nha-kiet-trung-tam-thanh-pho-sat-cho-moi-r274706
"Bán nhà căn góc 2 mặt tiền sát bên chợ Bình Tân, cách biển chỉ 800m dân cư đông đúc an ninh",98.0,2.0,2.0,08/08/2023,Khánh Hòa,Nha Trang,Đông-Bắc,,Bán Nhà mặt phố,9500000.0,https://batdongsan.vn/ban-nha-can-goc-2-mat-tien-sat-ben-cho-binh-tan-cach-bien-chi-800m-dan-cu-dong-duc-an-ninh-r274700
"Cần bán nhà thuộc phố Quan Nhân, siêu phẩm vị trí, căn góc, ô tô đỗ cửa, 45m2 6 tầng giá 7.85 tỷ",45.0,4.0,,08/07/2023,Hà Nội,Thanh Xuân,,,Bán Nhà riêng,7.85,https://batdongsan.vn/can-ban-nha-thuoc-pho-quan-nhan-sieu-pham-vi-tri-can-goc-o-to-do-cua-45m2-6-tang-gia-785-ty-r274693
"Bán nhà tuyến 2 Thế Lữ, Hạ Lý, Hồng Bàng, Hải Phòng vị trí đẹp kinh doanh siêu tốt",40.0,4.0,4.0,08/07/2023,Hải Phòng,Hồng Bàng,Đông-Bắc,Đông-Bắc,Bán Nhà mặt phố,9.2,https://batdongsan.vn/ban-nha-tuyen-2-the-lu-ha-ly-hong-bang-hai-phong-vi-tri-dep-kinh-doanh-sieu-tot-r274692
"Nhà mặt tiền đường nội bộ Tây Thạnh, kẹt tiền bán gấp 4.9 tỷ",45.0,3.0,2.0,08/07/2023,TP Hồ Chí Minh,Tân Phú,,,Bán Nhà riêng,4.9,https://batdongsan.vn/nha-mat-tien-duong-noi-bo-tay-thanh-ket-tien-ban-gap-49-ty-r274691
Bán nhà 1 Trệt 1 Lầu MT KINH DOANH đường Bùi Hữu Nghĩa chỉ 6 tỉ,77.0,,,08/07/2023,Đồng Nai,Biên Hòa,,,Bán Nhà mặt phố,6.0,https://batdongsan.vn/ban-nha-1-tret-1-lau-mt-kinh-doanh-duong-bui-huu-nghia-chi-6-ti-r274687
Bán nhà 82m2 SHR thổ cư đường ô tô (P.Bửu Hòa) chỉ 2.050 tỉ,82.0,2.0,,08/07/2023,Đồng Nai,Biên Hòa,,,Bán Nhà riêng,2.05,https://batdongsan.vn/ban-nha-82m2-shr-tho-cu-duong-o-to-pbuu-hoa-chi-2050-ti-r274686
"Siêu Phẩm nhà cực kì đẹp Lê Quang Định, Bình Thạnh, dân trí cao, ngang hiếm 5m",51.0,3.0,4.0,08/07/2023,TP Hồ Chí Minh,Bình Thạnh,,,Bán Nhà,10.8,https://batdongsan.vn/sieu-pham-nha-cuc-ki-dep-le-quang-dinh-binh-thanh-dan-tri-cao-ngang-hiem-5m-r274685
"Bán nhà Hoàng Văn Thái, Thanh Xuân, phân lô, gara, thang máy, 7 tầng 65m2 giá 17.98 tỷ",65.0,10.0,11.0,08/07/2023,Hà Nội,Thanh Xuân,,,Bán Nhà riêng,17.98,https://batdongsan.vn/ban-nha-hoang-van-thai-thanh-xuan-phan-lo-gara-thang-may-7-tang-65m2-gia-1798-ty-r274682
"THANH XUÂN ,NHỈNH 6 TỶ, NHÀ ĐẸP, NGÕ RỘNG,THIẾT KẾ CCMN 8 PHÒNG",58.0,8.0,4.0,08/07/2023,Hà Nội,Thanh Xuân,Đông,Nam,Bán Nhà riêng,6.0,https://batdongsan.vn/thanh-xuan-nhinh-6-ty-nha-dep-ngo-rongthiet-ke-ccmn-8-phong-r274678
"bán Nhà mặt tiền đường Kha Vạn Cân, P. Linh Đông, Diện tích 168m² Giá 11 Tỷ",168.0,,,08/06/2023,TP Hồ Chí Minh,Thủ Đức,,,Bán Nhà mặt phố,11.0,https://batdongsan.vn/ban-nha-mat-tien-duong-kha-van-can-p-linh-dong-dien-tich-168m-gia-11-ty-r274674
"bán nhà Ngọc Lâm 55m x 4tầng, mặt tiền 6.4m, vỉa hè, ôtô tránh",55.0,3.0,3.0,08/06/2023,Hà Nội,Long Biên,,,Bán Nhà riêng,9.5,https://batdongsan.vn/ban-nha-ngoc-lam-55m-x-4tang-mat-tien-64m-via-he-oto-tranh-r274673
"'Tân Phú, Vip Tân Hương, Nguyễn Suý, Nhà  5tầng, kinh doanh, giá rẻ.",68.0,5.0,4.0,08/06/2023,TP Hồ Chí Minh,Tân Phú,Nam,Nam,Bán Nhà riêng,7.28,https://batdongsan.vn/tan-phu-vip-tan-huong-nguyen-suy-nha-5tang-kinh-doanh-gia-re-r274671
"NHÀ MẶT TIỀN 10M CÓ LỀ, BTCT, 4x14.5, 3 TẦNG, 4 PHÒNG NGỦ, GẦN VÕ VĂN KIỆT QUẬN 8, 1 BƯỚC QUA BÌNH TÂN, QUẬN 6, NHỈNH 4 TỶ",57.0,,,08/06/2023,TP Hồ Chí Minh,Quận 8,,,Bán Nhà riêng,4800000000.0,https://batdongsan.vn/nha-mat-tien-10m-co-le-btct-4x145-3-tang-4-phong-ngu-gan-vo-van-kiet-quan-8-1-buoc-qua-binh-tan-quan-6-nhinh-4-ty-r274670
HIẾM QUÁ BÁN NHÀ YÊN PHÚC VĂN QUÁN -LÔ GÓC-3 MẶT NGÕ -20M RA MẶT PHỐ -3 TẦNG GIÁ 4.2 TỶ,39.0,4.0,3.0,08/07/2023,Hà Nội,Hà Đông,,,Bán Nhà riêng,,https://batdongsan.vn/hiem-qua-ban-nha-yen-phuc-van-quan-lo-goc-3-mat-ngo-20m-ra-mat-pho-3-tang-gia-42-ty-r274669
"nhà đẹp Ngọc Thuỵ, 85m x 4tầng, mặt tiền 5.4m, gara ôtô, tặng nội thất",85.0,4.0,4.0,08/07/2023,Hà Nội,Long Biên,,,Bán Nhà riêng,11.8,https://batdongsan.vn/nha-dep-ngoc-thuy-85m-x-4tang-mat-tien-54m-gara-oto-tang-noi-that-r274668
Chỉ với 480tr sở hữu ngay nhà đất sổ hồng riêng ngay KCN VSIP 2,75.0,2.0,2.0,08/07/2023,Bình Dương,Bến Cát,,,Bán Nhà mặt phố,0.48,https://batdongsan.vn/chi-voi-480tr-so-huu-ngay-nha-dat-so-hong-rieng-ngay-kcn-vsip-2-r274666
"Nhà 4 tầng kiên cố đường Nguyễn Lâm, P.7, Phú Nhuận",152.0,5.0,4.0,08/06/2023,TP Hồ Chí Minh,Phú Nhuận,,,Bán Nhà mặt phố,3.6,https://batdongsan.vn/nha-4-tang-kien-co-duong-nguyen-lam-p7-phu-nhuan-r274662
"Nhà đẹp giá rẻ giảm 700tr còn 2,9tỷ ở đường Phan Đình Phùng phường 17 quận Phú Nhuận",35.0,2.0,2.0,08/06/2023,TP Hồ Chí Minh,Phú Nhuận,Đông-Nam,,Bán Nhà riêng,2.9,https://batdongsan.vn/nha-dep-gia-re-giam-700tr-con-29ty-o-duong-phan-dinh-phung-phuong-17-quan-phu-nhuan-r274661
"Nhà đẹp giá rẻ giảm 700tr còn 2,9tỷ ở đường Phan Đình Phùng phường 17 quận Phú Nhuận",35.0,2.0,2.0,08/06/2023,TP Hồ Chí Minh,Phú Nhuận,Đông-Nam,,Bán Nhà riêng,2.9,https://batdongsan.vn/nha-dep-gia-re-giam-700tr-con-29ty-o-duong-phan-dinh-phung-phuong-17-quan-phu-nhuan-r274660
BÁN NHÀ CXĐT QUẬN 3 - HXH 7 CHỖ - KHÔNG QH LỘ GIỚI - 2 TẦNG - CHỈ 5.3 TỶ TL,24.0,2.0,2.0,08/06/2023,TP Hồ Chí Minh,Quận 3,Tây-Bắc,Tây-Bắc,Bán Nhà riêng,,https://batdongsan.vn/ban-nha-cxdt-quan-3-hxh-7-ch-khong-qh-lo-gioi-2-tang-chi-53-ty-tl-r274659
"Chính chủ bán nhà thổ cư, 4 tầng, đường rộng thoáng, ô tô đỗ cửa, sổ đỏ cầm tay, 7,x tỷ",,3.0,3.0,08/06/2023,Hà Nội,Nam Từ Liêm,,,Bán Nhà riêng,,https://batdongsan.vn/chinh-chu-ban-nha-tho-cu-4-tang-duong-rong-thoang-o-to-do-cua-so-do-cam-tay-7x-ty-r274657
"Bán nhà thổ cư 4 tầng, mặt tiền 4m, 99m2, đất nở hậu, giá 7,x tỷ",,3.0,3.0,08/06/2023,Hà Nội,Nam Từ Liêm,,,Bán Nhà riêng,,https://batdongsan.vn/ban-nha-tho-cu-4-tang-mat-tien-4m-99m2-dat-no-hau-gia-7x-ty-r274656
"bán nhà 4 tầng. Trung tâm P. Bình Thọ TP Thủ Đức, diện tích 91 m², Giá 13,5 Tỷ",91.0,5.0,4.0,08/06/2023,TP Hồ Chí Minh,Thủ Đức,,,Bán Nhà riêng,13.5,https://batdongsan.vn/ban-nha-4-tang-trung-tam-p-binh-tho-tp-thu-duc-dien-tich-91-m-gia-135-ty-r274654
"Nhà 5 tầng, lô góc 3 mặt thoáng, 5,5m mặt tiền, sổ đỏ chính chủ 5,x tỷ",,5.0,5.0,08/06/2023,Hà Nội,Nam Từ Liêm,,,Bán Nhà riêng,,https://batdongsan.vn/nha-5-tang-lo-goc-3-mat-thoang-55m-mat-tien-so-do-chinh-chu-5x-ty-r274653
"Bán gấp nhà riêng mặt tiền đường Trường Sa, Phú Nhuận kinh doanh 30m2 chỉ nhỉnh 5 tỷ.",30.0,,,08/06/2023,TP Hồ Chí Minh,Phú Nhuận,,,Bán Nhà mặt phố,5.7,https://batdongsan.vn/ban-gap-nha-rieng-mat-tien-duong-truong-sa-phu-nhuan-kinh-doanh-30m2-chi-nhinh-5-ty-r274652
"Hạ chào 5 tỷ, tất tay thôi ACE ơi    PHÂN LÔ - GARA Ô TÔ - HAI THOÁNG - SÂN VƯỜN - GIÁ ĐẦU TƯ 87TR/M2  - HÀNG XÓM HINODE ROYAL PARK",82.0,4.0,4.0,08/06/2023,Hà Nội,Hoài Đức,,,Bán Nhà riêng,5.0,https://batdongsan.vn/ha-chao-5-ty-tat-tay-thoi-ace-oi-phan-lo-gara-o-to-hai-thoang-san-vuon-gia-dau-tu-87trm2-hang-xom-hinode-royal-park-r274651
"Bán nhà riêng Lê Văn Sỹ, Phường Víp nhất Phú Nhuận, 40m2 3 tầng btct, 3PN nhỉnh 6 tỷ.",40.0,,,08/06/2023,TP Hồ Chí Minh,Phú Nhuận,,,Bán Nhà riêng,6.15,https://batdongsan.vn/ban-nha-rieng-le-van-sy-phuong-vip-nhat-phu-nhuan-40m2-3-tang-btct-3pn-nhinh-6-ty-r274650
CHÍNH CHỦ CẦN BÁN GẤP NHÀ 2 LẦU HẺM 1982 HUỲNH TẤN PHÁT – NHÀ BÈ – TPHCM,55.0,4.0,5.0,08/06/2023,TP Hồ Chí Minh,Nhà Bè,Bắc,Bắc,Bán Nhà riêng,4150.0,https://batdongsan.vn/chinh-chu-can-ban-gap-nha-2-lau-hem-1982-huynh-tan-phat-nha-be-tphcm-r274649
"Bán gấp nhà mặt phố Quan Nhân, Thanh Xuân 84m2 x5t mt5m giá 14 tỷ",84.0,,,08/06/2023,Hà Nội,Thanh Xuân,,,Bán Nhà mặt phố,14.0,https://batdongsan.vn/ban-gap-nha-mat-pho-quan-nhan-thanh-xuan-84m2-x5t-mt5m-gia-14-ty-r274648
"bán nhà  Nguyễn Văn Cừ, 48m x 5 tầng, ngõ ôtô thông Nguyễn Văn Cừ-Ngọc Lâm,",48.0,4.0,4.0,07/07/2023,Hà Nội,Long Biên,,,Bán Nhà riêng,6.2,https://batdongsan.vn/ban-nha-nguyen-van-cu-48m-x-5-tang-ngo-oto-thong-nguyen-van-cu-ngoc-lam-r274647
"PHÁO ĐÀI LÁNG, Ô TÔ VÀO NHÀ, KINH DOANH, PHÂN LÔ Ô TÔ TRÁNH",44.0,4.0,3.0,08/05/2023,Hà Nội,Đống Đa,,,Bán Nhà riêng,10.9,https://batdongsan.vn/phao-dai-lang-o-to-vao-nha-kinh-doanh-phan-lo-o-to-tranh-r274645
